"URL"	"Keywords"	"Keyword Count"	"DateTime"	"Favorite Count"	"Retweet"	"LinkCount"	"Link1"	"Link2"	"Link3"	"Author"	"Text"	"Followers"	"Friends"	"Location"	"Timezone"	"UTC Offset"
"http://twitter.com/541206607/status/1187169176521236480"	""	"0"	"Thu Oct 24 00:49:22 +0000 2019"	"0"	"0"	"1"	"https://t.co/NLQLxPIrP5"	""	""	"_dndrea"	"RT @modernmodeIs: dior exhibition in london https://t.co/NLQLxPIrP5"	"277"	"338"	"Chicago, IL"	""	""
"http://twitter.com/1148645110307020803/status/1187166669686366208"	""	"0"	"Thu Oct 24 00:39:25 +0000 2019"	"0"	"0"	"1"	"https://t.co/q9mLV9G0jH"	""	""	"autismbot2"	"RT @sandysellshfl: Boy with autism the youngest to attend Oxford University at age 6 https://t.co/q9mLV9G0jH"	"228"	"181"	"Mars"	""	""
"http://twitter.com/1177580211585650688/status/1187166699373641735"	""	"0"	"Thu Oct 24 00:39:32 +0000 2019"	"0"	"0"	"1"	"https://t.co/yI9n3NUa9b"	""	""	"Svtuponline"	"the club is lit up and the music is out of this world, check djleroy out on here!!! #svtup #Rt… https://t.co/yI9n3NUa9b"	"9"	"54"	"England, United Kingdom"	""	""
"http://twitter.com/2308561766/status/1187169189368336384"	""	"0"	"Thu Oct 24 00:49:25 +0000 2019"	"0"	"0"	"1"	"https://t.co/r0q0aLH9xE"	""	""	"feoudolanxharry"	"RT @thestylespics: Harry with fans in London last night 10/22, via bbymaude. https://t.co/r0q0aLH9xE"	"2055"	"1606"	"🕊️❤️⚡🦋🎸🎹🌹✌️💜💙"	""	""
"http://twitter.com/70901647/status/1187166668419547136"	""	"0"	"Thu Oct 24 00:39:24 +0000 2019"	"0"	"0"	"1"	"https://t.co/Lfu4fjkKIk"	""	""	"kaoshitam"	"RT @nowthisnews: 39 bodies were found inside this truck at an industrial park outside of London https://t.co/Lfu4fjkKIk"	"703"	"638"	"Deneb Algedi"	""	""
"http://twitter.com/1069639053996449796/status/1187166620252344320"	""	"0"	"Thu Oct 24 00:39:13 +0000 2019"	"0"	"0"	"1"	"https://t.co/1KnmzVuxRC"	""	""	"lauren45629969"	"@Dw_day6_drummer I’m so proud of you and how far you’ve come as a singer and a drummer and I know you’ll continue t… https://t.co/1KnmzVuxRC"	"355"	"1436"	"London, England"	""	""
"http://twitter.com/1178799846452584449/status/1187166643098673152"	""	"0"	"Thu Oct 24 00:39:18 +0000 2019"	"0"	"0"	"0"	""	""	""	"Blessed29596553"	"RT @wennzkii: Akala ko hanggang dvd na lang ako makakapanood ng  #IsaPangWeekWithFeelings. Buti na lang may nkuha pa kmi ticket sa vue cine…"	"4"	"102"	"Kingdom of Saudi Arabia"	""	""
"http://twitter.com/352638234/status/1187166683942834177"	""	"0"	"Thu Oct 24 00:39:28 +0000 2019"	"0"	"0"	"0"	""	""	""	"Yasinekeen"	"Hay sizin derdinizi İzmirliler yormayın birader biz Angara simidi diye diretiyor muyuz???"	"115"	"76"	"Ankara-Antalya"	""	""
"http://twitter.com/311012565/status/1187166713151926272"	""	"0"	"Thu Oct 24 00:39:35 +0000 2019"	"0"	"0"	"0"	""	""	""	"HausUrban"	"TBH the homosexuals saying this were probably still sitting on the circle rug when “London Bridges” (which did slap) came out."	"14412"	"2328"	"The Soup Kitchen in Calabasas"	""	""
"http://twitter.com/4831663685/status/1187166676560646144"	""	"0"	"Thu Oct 24 00:39:26 +0000 2019"	"0"	"0"	"0"	""	""	""	"vanishaoutloud"	"RT @sheldonbailey: .@OxfordHouseAB is an excellent choice for people desiring a life free of substance use.  #Addiction #Mentalhealth  #REC…"	"192"	"497"	"Calgary, Alberta"	""	""
"http://twitter.com/125637923/status/1187169227322478592"	""	"0"	"Thu Oct 24 00:49:34 +0000 2019"	"0"	"0"	"0"	""	""	""	"mepaay"	"RT @HaileeSteinfeld: LONDON! Come see me at Apple Regent Street today (10/22) at 6:30pm for an exclusive preview and conversation on “Dicki…"	"323"	"192"	"Thailand"	""	""
"http://twitter.com/1129826834118578177/status/1187166697343639552"	""	"0"	"Thu Oct 24 00:39:31 +0000 2019"	"0"	"0"	"1"	"https://t.co/8MnmdUmFUk"	""	""	"TakuraTheLion"	"@ThatAssholeLion Also there are a lot of Brits who are Trump supporters, especially those living in London and have… https://t.co/8MnmdUmFUk"	"0"	"12"	""	""	""
"http://twitter.com/21421032/status/1187170987705618434"	""	"0"	"Thu Oct 24 00:56:34 +0000 2019"	"0"	"0"	"1"	"https://t.co/nXxH3NVuKy"	""	""	"iancundell"	"@lewis_goodall Perhaps if journalism (generally, not you personally) spent less time commentating on Brexit like it… https://t.co/nXxH3NVuKy"	"633"	"1226"	"Olney"	""	""
"http://twitter.com/174940779/status/1187171078898012160"	""	"0"	"Thu Oct 24 00:56:56 +0000 2019"	"0"	"0"	"0"	""	""	""	"Joined_4_gene"	"RT @jamesbenge: Unai Emery reveals Arsenal wanted to sign Fabinho in the summer they bought Lucas Torreira.  He also used the Liverpool mid…"	"154"	"1193"	"Velacheri, Chennai"	""	""
"http://twitter.com/2570891034/status/1187166670198104064"	""	"0"	"Thu Oct 24 00:39:25 +0000 2019"	"0"	"0"	"0"	""	""	""	"DHCAndrew"	"RT @UKinKZ: 📌The 3rd Kazakh-British Business Council (KBBC) is taking place in #London today. This year it is co-chaired by Baroness Nichol…"	"1382"	"46"	"Kazakhstan"	""	""
"http://twitter.com/921792486514876416/status/1187169187233517568"	""	"0"	"Thu Oct 24 00:49:25 +0000 2019"	"0"	"0"	"0"	""	""	""	"madisonnnjacob"	"look at him GLOWING and BEAUTIFUL"	"382"	"426"	"Denison, TX"	""	""
"http://twitter.com/961204302575558656/status/1187166695208706048"	""	"0"	"Thu Oct 24 00:39:31 +0000 2019"	"0"	"0"	"0"	""	""	""	"anabenge1"	"RT @LillzTrackLife: Non-South Londoners don't understand how hard it is to leave South. It's the only section of London that makes sense."	"52"	"258"	"Lisbon, Portugal"	""	""
"http://twitter.com/2478669578/status/1187166610467016705"	""	"0"	"Thu Oct 24 00:39:11 +0000 2019"	"0"	"0"	"0"	""	""	""	"BelleEpoqueC"	"RT @LornajaneCosign: Christmas Carols 28 Favourite Carols for everyone To Sing and Play Oxford Press #ChristmasCarols #ChristmasSongs #Sing…"	"6049"	"1539"	"USA"	""	""
"http://twitter.com/2661038208/status/1187171080961773568"	""	"0"	"Thu Oct 24 00:56:56 +0000 2019"	"0"	"0"	"0"	""	""	""	"CincinnatiSage"	"@Enquirer Silly Enquirer, the Rams are in London this week."	"146"	"273"	"I'm in the Land of Illusion"	""	""
"http://twitter.com/1178677474764447744/status/1187169167998377985"	""	"0"	"Thu Oct 24 00:49:20 +0000 2019"	"0"	"0"	"0"	""	""	""	"TapityB"	"RT @SomersetBean: Just when you thought UK/US manipulation of the legal process in Assange's case couldn't get any worse:  Unprecedented ac…"	"314"	"841"	""	""	""
"http://twitter.com/1157719707572670464/status/1187166647846608897"	""	"0"	"Thu Oct 24 00:39:19 +0000 2019"	"0"	"0"	"0"	""	""	""	"moonlightamyy"	"RT @fakesmileshells: no one: absolutely no one: my entire tl: there deff was something in that london air"	"107"	"248"	"Honeymoon avenue"	""	""
"http://twitter.com/3225076887/status/1187171016205840384"	""	"0"	"Thu Oct 24 00:56:41 +0000 2019"	"0"	"0"	"0"	""	""	""	"noahb1_"	"**south west London edition 🙄"	"306"	"178"	"My phone"	""	""
"http://twitter.com/851273858988490752/status/1187171053296070656"	""	"0"	"Thu Oct 24 00:56:50 +0000 2019"	"0"	"0"	"0"	""	""	""	"FtblSeb"	"@SxrgioSzn London is a city"	"665"	"884"	"Your head"	""	""
